Number,id,Day,Month,Year,Region,Species,Species_co,Geotag_rea,Descriptio,Location.a,Descript_1,Image.s.,Audio.Vide,Geotag_rec,Geotag_all,Comments,Sex,Age.Class,Death_code,PMI_min,PMI_max,Source,lat,lon,No,flag,org_cell,new_no,new_flag,new_org_ce,Comments_1
1744,439,1,10,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"14.9639542059111, 74.0469389992539","finless porpoise calf, malnutrition signs, size: 70cm length, 20cm girth,",,,http://www.marinemammals.in/submit-record/13-12-2022-Galgibag 2022-10-01 at 11.45.34 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-01 at 11.45.32 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp,,,,,,C,2,0.5,1,MMI-later,14.96395421,74.046939,61,FALSE,,41,FALSE,,
1277,442,24,9,2022,Goa,Spinner dolphin,Spinner dolphin,,,,,,,"15.3181510615732, 73.8988148351116",,,,,,NA,NA,Whatsapp,15.31815106,73.89881484,64,FALSE,,43,FALSE,,
1750,451,29,8,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.0411980049934, 73.9867306173652",Code 3 adult individual,,,http://www.marinemammals.in/submit-record/29-08-2022-PHOTO-2022-08-29-08-34-34.jpg,,,,,,,3,2,4,MMI-later,15.041198,73.98673062,73,FALSE,,49,FALSE,,
1272,453,19,8,2022,Goa,Indo-Pacific humpback dolphin,Humpback dolphin,,,,,,,"15.2070724228468, 73.9324357707488",,,M,,3,4,6,Whatsapp,15.20707242,73.93243577,75,FALSE,,50,FALSE,,
3,464,17,7,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,"betalbetim beach, south goa",,,,"15.2894535409185, 73.907621438170815.289453540918565, 73.90762143817086","15.289453540918565, 73.90762143817086",,,C,2,0.5,1,Whatsapp,15.28945354,73.90762144,86,FALSE,,60,FALSE,,
4,467,8,7,2022,Goa,Humpback dolphin,Humpback dolphin,,,"betalbetim beach, south goa",,,,"15.2943560322198, 73.906214977825715.294356032219822, 73.90621497782578","15.294356032219822, 73.90621497782578",,,SA,2,0.5,1,Whatsapp,15.29435603,73.90621498,89,FALSE,,63,FALSE,,
5,468,6,7,2022,Goa,Humpback dolphin,Humpback dolphin,,,Agoda,,,,"15.4905908774076, 73.769839142398515.490590877407694, 73.76983914239855","15.490590877407694, 73.76983914239855",,,SA,2,1,2,Whatsapp,15.49043696,73.76982006,90,FALSE,,64,FALSE,"62, 63",
1765,487,1,6,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3497875946505, 73.8856215859482","code 3 - sandy beach dead stranding,",,,http://www.marinemammals.in/submit-record/16-12-2022-Velsao Goa 2022-06-01 at 4.34.16 PM.jpeg,,,,,,,2,1,2,MMI-later,15.34978759,73.88562159,109,FALSE,,75,FALSE,,
1311,493,25,5,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3317762543607, 73.8936265356465","L:2,85m, W:70cm, adult - code 2",,,http://www.marinemammals.in/submit-record/16-12-2022-Arossim 2022.png,,,,,,,3,3,5,MMI-later,15.33177625,73.89362654,115,FALSE,,80,FALSE,,
1313,496,24,5,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.2482039224749, 73.921030548376",Code 3,,,http://www.marinemammals.in/submit-record/16-12-2022-Benaulim Goa 2022-05-24 at 4.47.07 PM.jpeg,,,,,,,,NA,NA,MMI-later,15.24820392,73.92103055,118,FALSE,,82,FALSE,,
1315,500,17,5,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2214880996829, 73.9282829548422","IOHD sub adult washed ashore in code 3 condition,",,,http://www.marinemammals.in/submit-record/16-12-2022-Varca1 2022-05-17 at 7.42.42 AM.jpeg,,,,,,,3,2,4,MMI-later,15.2214881,73.92828295,122,FALSE,,84,FALSE,,
1319,508,30,4,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"14.9968259584089, 74.0331932379956",Code - 3,,,http://www.marinemammals.in/submit-record/16-12-2022-Patnem Goa 2022-04-30 at 8.10.39 AM.jpeg,,,,,,,3,2,4,MMI-later,14.99682596,74.03319324,130,FALSE,,89,FALSE,,
1323,513,24,4,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2910372180581, 73.90761140007",Code-2,,,http://www.marinemammals.in/submit-record/06-01-2023-IMG-20220424-WA0003.jpg,,,,,,,2,1,2,MMI-later,15.29103722,73.9076114,135,FALSE,,93,FALSE,,
27,514,23,4,2022,Goa,Humpback dolphin,Humpback dolphin,,,Benaulim,,,,"15.2621738745887, 73.916412350211515.262173874588795, 73.91641235021153","15.262173874588795, 73.91641235021153",,,SA,4,5,7,Whatsapp,15.26217387,73.91641235,136,FALSE,,94,TRUE,93,
28,515,23,4,2022,Goa,Humpback dolphin,Humpback dolphin,,,Velsao,,,,"15.3538294029447, 73.883720766218115.35382940294479, 73.88372076621813","15.35382940294479, 73.88372076621813",,,SA,4,5,8,Whatsapp,15.3538294,73.88372077,137,FALSE,,95,FALSE,,
29,516,23,4,2022,Goa,Humpback dolphin,Humpback dolphin,,,Zalor,,,,"15.2093190457291, 73.931985159463115.209319045729174, 73.93198515946312","15.209319045729174, 73.93198515946312",,,SA,3,2,4,Whatsapp,15.20931905,73.93198516,138,FALSE,,96,FALSE,,
31,520,11,4,2022,Goa,Humpback dolphin,Humpback dolphin,,,Benaulim,,,,"15.258218752379, 73.917278478617615.25821875237907, 73.91727847861766","15.25821875237907, 73.91727847861766",,,A,3,4,6,Whatsapp,15.25821875,73.91727848,142,FALSE,,100,FALSE,,
36,525,1,4,2022,Goa,Spinner dolphin,Spinner dolphin,,,Zalor beach,,,,"15.2070103038482, 73.932521601224815.207010303848215, 73.9325216012248","15.207010303848215, 73.9325216012248",,,,2,1,2,Whatsapp,15.2070103,73.9325216,147,FALSE,,104,FALSE,,
45,536,23,1,2022,Goa,Spinner dolphin,Spinner dolphin,,,Colva,,,,"15.2726977042145, 73.914123926055215.27269770421452, 73.91412392605528","15.27269770421452, 73.91412392605528",,M,A,3,NA,NA,Whatsapp,15.2726977,73.91412393,158,FALSE,,112,FALSE,,
48,539,6,1,2022,Goa,Humpback dolphin,Humpback dolphin,,,Candolim,,,,"15.5171168663807, 73.762832141122215.5171168663807, 73.76283214112229","15.5171168663807, 73.76283214112229",,,SA,2,1,2,Whatsapp,15.51711687,73.76283214,161,FALSE,,114,FALSE,,
1934,541,7,12,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.33673,73.89217,163,FALSE,,116,FALSE,,
1933,542,6,12,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.17504579,73.94061848,164,FALSE,,117,FALSE,,
1932,543,4,12,2021,Goa,Unidentified cetacean,Small-sized delphinid,,,,,,,,,,,,,NA,NA,Terra,15.58349399,73.73679853,165,FALSE,,118,FALSE,,
1329,547,15,11,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.5172740927574, 73.7628026202588",Code - 3,,,http://www.marinemammals.in/submit-record/05-01-2023-CandolimBeach Goa-20211115-WA0020.jpg,,,,,,,3,3,5,MMI-later,15.51727409,73.76280262,169,FALSE,,120,FALSE,,
1931,548,8,11,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.68313,73.70367,170,FALSE,,121,FALSE,,
52,549,8,11,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,Benaulim,,,,"15.2556562390757, 73.918433316492515.255656239075746, 73.91843331649251","15.255656239075746, 73.91843331649251",,,,4,NA,NA,Whatsapp,15.25565624,73.91843332,171,FALSE,,122,FALSE,,
53,550,8,11,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,Colva,,,,"15.2737876654212, 73.913838846087515.273787665421253, 73.91383884608757","15.273787665421253, 73.91383884608757",,,,5,NA,NA,Whatsapp,15.27378767,73.91383885,172,FALSE,,123,FALSE,,
1930,551,6,11,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,14.96945,74.0435,173,FALSE,,124,FALSE,,
59,559,2,10,2021,Goa,Spinner dolphin?,Spinner dolphin,,,Varca beach,,,,"15.2200552200015, 73.929097347869415.220055220001521, 73.92909734786943","15.220055220001521, 73.92909734786943",,,,,NA,NA,Whatsapp,15.22005522,73.92909735,181,FALSE,180,129,FALSE,,
1330,561,29,9,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2759657227911, 73.912820754323",Code-4,,,http://www.marinemammals.in/submit-record/06-01-2023-IMG-20210929-WA0006.jpg,,,,,,,3,3,6,MMI-later,15.27596572,73.91282075,183,FALSE,,130,FALSE,,
1331,566,21,9,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1563339053429, 73.9450879451834",Code-4,,,http://www.marinemammals.in/submit-record/05-01-2023-MoborBeach Goa-20210921-WA0012.jpg http://www.marinemammals.in/submit-record/05-01-2023-MoborBeach Goa-20210921-WA0013.jpg,,,,,,,3,3,5,MMI-later,15.15633391,73.94508795,188,FALSE,,134,FALSE,,
64,567,20,9,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,Benaulim,,,,"15.2523137834445, 73.919819121942315.252313783444512, 73.91981912194233","15.252313783444512, 73.91981912194233",,M,,3,3,5,Whatsapp,15.25231378,73.91981912,189,FALSE,,135,FALSE,,
1333,570,18,9,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.3940747229653, 73.8049531904221",length around 4 ft,,,http://www.marinemammals.in/submit-record/19-07-2022-IMG-20210918-WA0005.jpg http://www.marinemammals.in/submit-record/19-07-2022-IMG-20210918-WA0006.jpg,,,,,,C,2,0.5,1,MMI-later,15.39407472,73.80495319,192,FALSE,,137,FALSE,,
1336,576,15,9,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.9977015844147, 74.0327215153509","Code-4, a small individual possibly juvenile, melon swollen",,,http://www.marinemammals.in/submit-record/05-01-2023-PatnemBeach Goa-20210915-WA0015.jpg http://www.marinemammals.in/submit-record/05-01-2023-PatnemBeach Goa-20210915-WA0016.jpg http://www.marinemammals.in/submit-record/05-01-2023-PatnemBeach Goa-2021091,,,,,,C,2,0.5,1,MMI-later,14.99770158,74.03272152,198,FALSE,,140,FALSE,,
1339,583,9,9,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.27611, 73.9192",length 65 cm,,,http://www.marinemammals.in/submit-record/19-07-2022-IMG-20210909-WA0004.jpg,,,,,,,2,0.5,1,MMI-later,15.27596572,73.91282075,205,FALSE,,145,FALSE,,
1340,585,7,9,2021,Goa,Small-sized delphinid,Small-sized delphinid,"15.35586, 73.887","length 150 cm, width 45 cm, code 3",,,,,,,,,,,NA,NA,MMI-later,15.35505806,73.88297577,207,FALSE,,147,FALSE,,
75,590,3,9,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.634896748828, 73.7211365625609","Found dead in the morning around 9:15am, was taken by KCIC and buried,",Morjim point 4 - via Amit and Marissia,,http://www.marinemammals.in/submit-record/08-07-2022-J.33.jpg,,"15.6345, 73.721215.6345, 73.7212","15.6345, 73.7212",,,,2,2,4,MMI,15.6345,73.7212,212,FALSE,,150,FALSE,,
1347,604,19,8,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.9605002301276, 74.0484712226865","Code-3, Male",,,http://www.marinemammals.in/submit-record/05-01-2023-GalgibagaBeach Goa-20210819-WA0002.jpg http://www.marinemammals.in/submit-record/05-01-2023-GalgibagaBeach Goa-20210819-WA0003.jpg http://www.marinemammals.in/submit-record/05-01-2023-GalgibagaBeach Go,,,,,,,3,2,4,MMI-later,14.96050023,74.04847122,226,FALSE,,158,FALSE,,
1350,609,11,8,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.6841258803617, 73.7033223137634",Code - 2,,,http://www.marinemammals.in/submit-record/05-01-2023-ArambolBeach Goa-20210811-WA0028.jpg http://www.marinemammals.in/submit-record/05-01-2023-ArambolBeach Goa-20210811-WA0029.jpg http://www.marinemammals.in/submit-record/05-01-2023-ArambolBeach Goa-2021,,,,,,,2,0.5,1,MMI-later,15.68412588,73.70332231,231,FALSE,,160,FALSE,,
1352,611,10,8,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,"a just born calf,",,,,,,,,,,,NA,NA,MMI-later,NA,NA,233,FALSE,,161,FALSE,,
1928,612,5,8,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.51847629,73.76247018,234,FALSE,,162,FALSE,,
88,616,27,7,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3135301639354, 73.8999988114186","Code 3, length 2m; girth 45cm - has a strange deforming with the posterier edge of the dorsal fin /hump extending over the tail stock too, see pictures,",Majorda beach - point 7 via Sarvesh Gawade,,http://www.marinemammals.in/submit-record/08-07-2022-J.29.1.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.29.2.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.29.3.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.29.4.jp,,"15.3131, 73.899815.3131, 73.8998","15.3131, 73.8998",,,,4,4,6,MMI,15.3131,73.8998,238,FALSE,,164,FALSE,,
1927,618,26,7,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.45545,73.81355,240,FALSE,,165,FALSE,164,
90,619,26,7,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.5182908133448, 73.7625039605468","Code 3; approx length 2,5ft",Candolim beach point 6- washed ashore near pine tree shack via Gaurish Gaunekar,,http://www.marinemammals.in/submit-record/08-07-2022-J.27.1.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.27.5.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.27.2.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.27.7.jp,,"15.5183, 73.762515.5183, 73.7625","15.5183, 73.7625",,,,3,2,4,MMI,15.5183,73.7625,241,FALSE,,166,FALSE,,
95,624,25,7,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3497875946505, 73.8856215859482","Code 2 all other details with Manisha , Fishing net in the gut,","Velsao beach,",,http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-07-26-22-06-14.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.24.jpg,,"15.3494, 73.885815.3494, 73.8858","15.3494, 73.8858",,,,2,0.5,1,MMI,15.3494,73.8858,246,FALSE,,169,FALSE,"164, 165, 166, 167, 168",
98,630,12,7,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1573147, 73.9462","Code 2, length: 2,3m and girth: 55cm, female, died due to ingestion of fishing net,",Mobor beach Point 3 via Avdhut,,http://www.marinemammals.in/submit-record/08-07-2022-J.20.9.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.20.3.jpg http://www.marinemammals.in/submit-record/08-07-2022-J.20.13.jpg,,"15.1573147, 73.9462","15.1573147, 73.9462",,M,A,2,1,2,MMI,15.1573147,73.9462,252,FALSE,,171,FALSE,,
102,635,5,7,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2570626, 73.9187","length 1m, girth 1 ft, code 4",benaulim point 5 via Devendra Gaude,,http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-07-05-08-16-02.jpg http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-07-05-08-16-03.jpg,,"15.2570626, 73.9187","15.2570626, 73.9187",,,,3,2,3,MMI,15.2570626,73.9187,257,FALSE,,174,FALSE,,
104,637,2,7,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.9735477, 74.0643","Code 3 slight bloating, Female, Bleeding mouth","Galgibag beach via NV, Attended to by Dr Anisha",,http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-07-02-18-37-49.jpg http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-07-02-18-37-51.jpg,,"14.9735477, 74.0643","14.9735477, 74.0643",,,C,2,1,2,MMI,14.96651732,74.04575807,259,FALSE,,175,FALSE,,Remapped
1925,641,22,6,2021,Goa,Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.45076,73.83778,263,FALSE,,178,FALSE,,
1924,644,20,6,2021,Goa,Humback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.29255,73.90794,266,FALSE,,180,FALSE,,
109,646,20,6,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.5183307, 73.7652","Code 2, Calf, Attended by fd and wl rescuers, Post mortem conducted and buried,","Tower 1, Candolim beach",,http://www.marinemammals.in/submit-record/07-07-2022-J.17.3.jpg,,"15.5183307, 73.7652","15.5183307, 73.7652",,,,2,0.5,1,MMI,15.51801772,73.76257927,268,FALSE,,181,FALSE,,
1922,647,19,6,2021,Goa,Humback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.64376,73.71776,269,FALSE,,182,FALSE,,
110,648,19,6,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3725855, 73.8448","Code 3, ; length 5ft 10inches, girth 2ft 3inches -",Bogmalo beach via M H Gulabal,,http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-06-19-11-16-42.jpg http://www.marinemammals.in/submit-record/08-07-2022-PHOTO-2021-06-19-15-42-14.jpg,,"15.3725855, 73.8448","15.3725855, 73.8448",,,,4,6,8,MMI,15.36985265,73.8328536,270,FALSE,,183,FALSE,"178, 180, 181, 182",Remapped
1920,649,18,6,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.29255,73.90794,271,FALSE,,184,FALSE,,
1921,650,18,6,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.6206,73.73106,272,FALSE,,185,FALSE,,
1918,651,17,6,2021,Goa,Humback Dolphin,Humpback dolphin,,,,,,,,,,,,3,3,5,Terra,15.20768,73.93269,273,FALSE,,186,FALSE,,
1919,652,17,6,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.6904238,73.70119965,274,FALSE,,187,FALSE,,
113,655,17,6,2021,Goa,Spinner dolphin,Spinner dolphin,"15.6846886, 73.7032","Code 2, Necroposy performed, Forest Department came and later buried",Arambol beach point 6 via Amit,,http://www.marinemammals.in/submit-record/07-07-2022-J.12.2.jpg http://www.marinemammals.in/submit-record/07-07-2022-J.12.4.jpg http://www.marinemammals.in/submit-record/07-07-2022-J.12.3.jpg,,"15.6846886, 73.7032","15.6846886, 73.7032",,,,,NA,NA,MMI,15.6846886,73.7032,277,FALSE,,189,FALSE,"184, 185, 186, 187",
1917,656,15,6,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,2,Terra,15.51960012,73.76198125,278,FALSE,,190,TRUE,"185, 186, 187, 189",
1915,657,14,6,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.28448818,73.91045319,279,FALSE,,191,TRUE,"186, 187, 189, 190",
1916,659,14,6,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,M,,3,2,4,Terra,15.35418426,73.8834957,281,FALSE,,192,FALSE,"187, 189, 190, 191",
115,660,14,6,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1573147, 73.9462",Code 3,Mobor beach via AJ,,http://www.marinemammals.in/submit-record/07-07-2022-Screenshot 2022-07-07 at 4.57.10 PM.png http://www.marinemammals.in/submit-record/07-07-2022-J.5.7.jpg http://www.marinemammals.in/submit-record/07-07-2022-J.5.5.jpg,,"15.1573147, 73.9462","15.1573147, 73.9462",,,,2,1,2,MMI,15.15711512,73.94463731,282,FALSE,,193,TRUE,"189, 190, 191, 192",
117,662,12,6,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.4555962, 73.8134","Code 2, Had fishing net in its gut, measurements taken,","Vaiguinim beach,",,http://www.marinemammals.in/submit-record/07-07-2022-Screenshot 2022-07-07 at 4.49.43 PM.png http://www.marinemammals.in/submit-record/07-07-2022-PHOTO-2021-06-12-21-38-41.jpg,,"15.4555962, 73.8134","15.4555962, 73.8134",,,,3,3,5,MMI,15.4555962,73.8134,284,FALSE,,194,TRUE,"190, 191, 192, 193",
119,664,11,6,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.545019, 73.75605","Code 4,",Calanguate beach point 5 via Ashwin Ghag,,http://www.marinemammals.in/submit-record/07-07-2022-J.3.jpg,,"15.545019, 73.75605","15.545019, 73.75605",,,,4,6,8,MMI,15.545019,73.75605,286,FALSE,,196,TRUE,"191, 192, 193, 194, 195",
127,678,18,5,2021,Goa,Spinner dolphin,Spinner dolphin,"14.9968861, 74.0335","Length 1,20m juvenile; curved fin; bruising on both sides A clean carcass, although there are a couple of tiny cuts that could be from monofilament but, they seem to be only on one side and not wrapping around the body, so may only be cuts from rocks or",Patnem beach via Vishal B,,http://www.marinemammals.in/submit-record/03-07-2022-P47.jpg http://www.marinemammals.in/submit-record/03-07-2022-P41.jpg http://www.marinemammals.in/submit-record/03-07-2022-P42.jpg http://www.marinemammals.in/submit-record/03-07-2022-P43.jpg http://www,,"14.9968861, 74.0335","14.9968861, 74.0335",,,,,NA,NA,MMI,14.9968861,74.0335,300,FALSE,,206,FALSE,204,
129,681,17,5,2021,Goa,Small-sized delphinid,Small-sized delphinid,"15.5870776, 73.742",Code 4,Anjuna beach via Manisha Reefwatch,,http://www.marinemammals.in/submit-record/03-07-2022-P54.jpg,,"15.5870776, 73.742","15.5870776, 73.742",,,,,NA,NA,MMI,15.58622363,73.73604185,303,FALSE,,207,FALSE,"204, 206",
130,683,13,5,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.9780088, 74.0419","adult male, 2,5m",talpona via Major,,http://www.marinemammals.in/submit-record/03-07-2022-P30.jpg http://www.marinemammals.in/submit-record/03-07-2022-P31.jpg http://www.marinemammals.in/submit-record/03-07-2022-P32.jpg http://www.marinemammals.in/submit-record/03-07-2022-P34.jpg http://www,,"14.9780088, 74.0419","14.9780088, 74.0419",,,,3,2,4,MMI,14.9780088,74.0419,305,FALSE,,209,FALSE,,
131,684,9,5,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.5870776, 73.742","Code 4 Length 2,5, Breadth 0,6 m Too decomposed for post mortem",Anjuna beach via Umesh,,http://www.marinemammals.in/submit-record/03-07-2022-P28.jpg,,"15.5870776, 73.742","15.5870776, 73.742",,M,A,3,3,5,MMI,15.58622363,73.73604185,306,FALSE,,210,FALSE,,
132,685,5,5,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.3371889, 73.9036",length 1m,Arossim point 4 via MH Gulabal,,http://www.marinemammals.in/submit-record/03-07-2022-P27.jpg,,"15.3371889, 73.9036","15.3371889, 73.9036",,,,3,3,4,MMI,15.33540149,73.89242845,307,FALSE,,211,FALSE,,Remapped
133,686,4,5,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.9976384, 74.0411",Code 4,"Via Kashinath, Cape de Rama beach",,http://www.marinemammals.in/submit-record/03-07-2022-P26.jpg,,"14.9976384, 74.0411","14.9976384, 74.0411",,,,4,5,7,MMI,14.99531357,74.0341561,308,FALSE,,212,FALSE,,
134,688,1,5,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3522594, 73.8962","2 Dolphins, Code 4 One is 2m and other 1,5m Smelling too much for the lifeguards to go close, buried on Panchayat's orders",Velsao point 2,,http://www.marinemammals.in/submit-record/03-07-2022-P21.jpg,,"15.3522594, 73.8962","15.3522594, 73.8962",,,A,3,2,4,MMI,15.35042823,73.88532503,310,FALSE,,213,FALSE,,Remapped
135,691,29,4,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3522594, 73.8962","Code 3, Length 2,3m",Velsao point 3,,http://www.marinemammals.in/submit-record/03-07-2022-P20.jpg,,"15.3522594, 73.8962","15.3522594, 73.8962",,,,2,1,2,MMI,15.35081774,73.88510245,313,FALSE,,215,FALSE,,Remapped
137,694,25,4,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.2196968, 73.9494",Code 4,"Zalor beach, Orlim - reported Via Pinu Velip, Drishti life guards",,http://www.marinemammals.in/submit-record/03-07-2022-P19.jpg,,"15.2196968, 73.9494","15.2196968, 73.9494",,,,4,4,7,MMI,15.21671203,73.92971864,316,FALSE,,217,FALSE,,Remapped
138,695,24,4,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.2761178, 73.9192",Code 4,Colva beach- reported by lifeguards Drishti,,http://www.marinemammals.in/submit-record/03-07-2022-P17.jpg,,"15.2761178, 73.9192","15.2761178, 73.9192",,,,4,3,6,MMI,15.27705778,73.91283623,317,FALSE,,218,TRUE,217,
1909,696,20,4,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.17557103,73.94050592,318,FALSE,,219,FALSE,,
1908,697,18,4,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.54474857,73.75423306,319,FALSE,,220,FALSE,,
141,702,30,3,2021,Goa,Small-sized delphinid,Small-sized delphinid,,,Patnem beach south goa,,,,"14.9964541111115, 74.033922851699614.99645411111159, 74.03392285169964","14.99645411111159, 74.03392285169964",,,,5,10,15,Whatsapp,14.99645411,74.03392285,324,FALSE,,224,FALSE,,
1906,703,29,3,2021,Goa,Finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,,NA,NA,Terra,15.33207165,73.89363729,325,FALSE,,225,FALSE,,
1905,706,28,3,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,A,4,5,8,Terra,15.35418426,73.8834957,328,FALSE,,227,FALSE,,
1904,708,26,3,2021,Goa,Indian Ocean Humpback Dolphin,Humpback dolphin,,,,,,,,,,,,,NA,NA,Terra,15.35418426,73.8834957,330,FALSE,,228,TRUE,227,
1903,709,20,3,2021,Goa,Unidentified cetacean,Small-sized delphinid,,,,,,,,,,,,,NA,NA,Terra,15.20066,73.93451,331,FALSE,,229,FALSE,,
144,710,17,3,2021,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.4774686, 73.8121",Stranded animal,Drishti Network,,http://www.marinemammals.in/submit-record/02-07-2022-170321_Miramar.jpeg,,"15.4774686, 73.8121","15.4774686, 73.8121",,,,,NA,NA,MMI,15.47744735,73.80620142,332,FALSE,,230,FALSE,,
145,712,16,3,2021,Goa,Humpback dolphin,Humpback dolphin,,,"Japanese beach, South Goa",,,,"15.4049621581616, 73.786412169693815.404962158161643, 73.78641216969385","15.404962158161643, 73.78641216969385",,,A,4,6,9,Whatsapp,15.40496216,73.78641217,334,FALSE,,232,TRUE,230,
146,713,16,3,2021,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,Colva beach,,,,"15.2724329863092, 73.914174742539115.272432986309296, 73.91417474253915","15.272432986309296, 73.91417474253915",,,SA,2,1,2,Whatsapp,15.27243299,73.91417474,335,FALSE,,233,FALSE,,
